"numberOfCallbackErrorFunctions","numberOfFirstErrorArgFunctions","numberOfEmptyCallbacks","numberOfConsoleStatementOnly","numberOfLogicalLines","numberOfPhysicalLines"
0,0,0,0,29,38
0,3,0,0,239,300
0,0,0,0,50,62
0,0,0,0,22,30
0,0,0,0,72,95
0,0,0,0,25,32
0,0,0,0,16,22
0,0,0,0,10,11
0,0,0,0,22,30
0,0,0,0,29,36
0,0,0,0,47,63
0,2,0,1,150,199
0,0,0,0,46,59
0,1,0,1,340,447
0,0,0,0,50,66
0,0,0,0,19,24
0,2,0,0,65,87
0,0,0,0,53,74
0,0,0,0,54,74
0,0,0,0,239,325
0,0,0,0,11,15
0,0,0,0,100,129
0,2,0,0,121,161
0,0,0,0,64,81
0,0,0,0,9,14
0,0,0,0,24,34
0,0,0,0,15,19
0,0,0,0,49,70
0,0,0,0,62,83
0,0,0,0,9,12
0,0,0,0,11,12
0,0,0,0,38,43
0,2,0,0,178,230
0,0,0,0,22,30
0,0,0,0,9,12
0,0,0,0,9,12
0,0,0,0,53,72
0,0,0,0,65,91
0,0,0,0,28,37
0,0,0,0,70,93
0,0,0,0,50,63
0,2,0,0,146,199
0,0,0,0,68,78
0,0,0,0,21,30
0,0,0,0,13,19
0,0,0,0,21,29
0,0,0,0,21,30
0,0,0,0,32,43
0,0,0,0,44,57
0,0,0,0,21,30
0,0,0,0,20,29
0,0,0,0,37,47
0,0,0,0,16,22
0,0,0,0,34,43
0,0,0,0,16,21
0,0,0,0,23,39
0,0,0,0,6,8
0,0,0,0,5,7
0,0,0,0,9,13
0,0,0,0,5,7
0,0,0,0,22,29
0,0,0,0,52,70
0,0,0,0,6,8
0,0,0,0,7,11
0,0,0,0,11,14
0,0,0,0,82,99
0,0,0,0,38,50
0,0,0,0,34,45
0,0,0,0,5,7
0,1,0,0,50,60
0,0,0,0,7,9
0,0,0,0,22,28
0,0,0,0,26,34
0,0,0,0,17,23
0,0,0,0,56,71
0,0,0,0,10,16
0,0,0,0,5,7
0,0,0,0,7,11
0,0,0,0,10,16
0,0,0,0,9,12
0,0,0,0,16,23
0,0,0,0,19,27
0,0,0,0,57,77
0,0,0,0,72,95
0,0,0,0,17,23
0,0,0,0,27,37
0,0,0,0,81,108
0,0,0,0,96,124
0,0,0,0,41,58
0,0,0,0,50,70
0,0,0,0,33,46
0,0,0,0,5,7
0,0,0,0,40,52
0,0,0,0,128,161
0,0,0,0,76,109
0,0,0,0,33,44
0,0,0,0,22,32
0,0,0,0,9,10
0,0,0,0,14,18
0,0,0,0,331,386
0,0,0,0,55,75
0,0,0,0,24,37
0,0,0,0,101,130
0,0,0,0,45,62
0,0,0,0,32,39
0,0,0,0,11,14
0,1,0,0,223,275
0,0,0,0,14,21
0,0,0,0,5,7
0,0,0,0,5,7
0,0,0,0,36,47
0,0,0,0,7,10
0,0,0,0,20,34
0,0,0,0,13,25
0,0,0,0,12,23
0,0,0,0,48,67
0,0,0,0,98,128
0,0,0,0,7,17
0,0,0,0,8,18
0,0,0,0,70,99
0,0,0,0,50,77
0,0,0,0,33,54
0,0,0,0,10,20
0,0,0,0,38,61
0,0,0,0,12,23
0,0,0,0,11,21
0,0,0,0,11,23
0,0,0,0,6,16
0,0,0,0,6,16
0,0,0,0,59,84
0,1,0,0,17,22
0,0,0,0,18,23
0,0,0,0,27,35
0,0,0,0,13,18
0,0,0,0,111,143
0,0,0,0,33,37
0,0,0,0,17,19
0,2,0,0,398,491
0,3,0,2,81,99
0,0,0,0,4,4
0,0,0,0,19,24
0,0,0,0,85,109
0,0,0,0,72,89
0,0,0,0,131,172
0,0,0,0,14,14
0,0,0,0,46,52
0,0,0,0,38,43
0,0,0,0,50,56
0,0,0,0,51,57
0,0,0,0,17,21
0,0,0,0,140,159
0,0,0,0,103,121
0,0,0,0,97,117
0,0,0,0,79,110
0,0,0,0,57,78
0,2,0,0,218,299
0,0,0,0,37,56
0,0,0,0,33,48
0,0,0,0,11,11
0,0,0,0,57,78
0,0,0,0,23,36
0,0,0,0,102,148
0,2,0,0,135,174
0,0,0,0,301,372
0,0,0,0,103,126
0,0,0,0,48,57
0,0,0,0,82,108
0,0,0,0,11,11
0,1,0,0,128,154
0,0,0,0,79,97
0,0,0,0,55,67
0,0,0,0,22,27
0,0,0,0,20,25
0,0,0,0,91,109
0,0,0,0,5,5
0,0,0,0,43,51
0,0,0,0,56,68
0,0,0,0,35,47
0,0,0,0,138,226
0,0,0,0,33,40
0,0,0,0,13,18
0,0,0,0,19,26
0,0,0,0,11,15
0,0,0,0,23,29
0,0,0,0,25,33
0,0,0,0,29,29
0,0,0,0,68,78
0,0,0,0,35,47
0,0,0,0,36,47
0,0,0,0,153,182
0,0,0,0,285,316
0,0,0,0,122,146
0,0,0,0,143,168
0,0,0,0,61,80
0,0,0,0,13,18
0,0,0,0,21,26
0,0,0,0,489,609
0,0,0,0,241,283
0,1,0,0,64,88
0,0,0,0,25,30
0,0,0,0,21,26
0,0,0,0,38,44
0,0,0,0,199,234
0,0,0,0,125,144
0,0,0,0,45,57
0,4,0,0,360,470
0,0,0,0,13,13
0,0,0,0,89,112
0,0,0,0,47,60
0,0,0,0,144,177
0,4,0,0,80,104
0,0,0,0,170,208
0,0,0,0,562,664
0,2,0,0,241,316
0,7,0,0,202,271
0,0,0,0,53,65
0,0,0,0,50,63
0,2,0,0,40,47
0,1,0,0,15,18
0,2,0,0,190,232
0,0,0,0,10,10
0,0,0,0,93,113
0,2,0,0,59,69
0,2,0,0,317,386
0,2,0,0,58,67
0,2,0,0,164,203
0,0,0,0,394,490
0,0,0,0,49,60
0,0,0,0,96,126
0,0,0,0,6,6
0,0,0,0,756,941
0,0,0,0,6,6
0,0,0,0,13,16
0,0,0,0,7,9
0,0,0,0,38,47
0,0,0,0,20,24
0,0,0,0,56,69
0,0,0,0,48,59
0,0,0,0,45,55
0,0,0,0,34,45
0,0,0,0,118,138
0,0,0,0,13,16
0,0,0,0,29,36
0,0,0,0,97,123
0,0,0,0,58,72
0,0,0,0,18,18
0,0,0,0,33,52
0,0,0,0,38,51
0,0,0,0,25,32
0,0,0,0,21,27
0,0,0,0,15,19
0,0,0,0,12,15
0,0,0,0,12,15
0,0,0,0,4,4
0,0,0,0,37,56
0,2,0,0,238,306
0,1,0,0,70,85
0,0,0,0,60,76
0,0,0,0,6,6
0,0,0,0,105,129
0,0,0,0,62,77
0,0,0,0,1,1
0,0,0,0,12,15